3.690000000E0	-9.519942692E-1	7.829351480E-1
3.700000000E0	-9.450032759E-1	7.357459435E-1
3.710000000E0	-9.397600310E-1	6.763225008E-1
3.720000000E0	-9.275257928E-1	6.273855479E-1
3.730000000E0	-9.058410752E-1	5.724338051E-1
3.740000000E0	-8.764479760E-1	5.039128752E-1
3.750000000E0	-8.261815261E-1	4.213847735E-1
3.760000000E0	-7.601904683E-1	3.331090682E-1
3.770000000E0	-6.844050320E-1	2.549212206E-1
3.780000000E0	-6.045427489E-1	1.879344149E-1
3.790000000E0	-5.102189232E-1	1.266884816E-1
3.800000000E0	-3.922125513E-1	7.004055700E-2
3.810000000E0	-2.599751317E-1	2.520593416E-2
3.820000000E0	-1.292412575E-1	1.652032478E-3
3.830000000E0	-2.228866288E-3	-5.317960825E-3
3.840000000E0	1.296332737E-1	4.704788213E-3
3.850000000E0	2.632853150E-1	3.165825923E-2
3.860000000E0	3.850842243E-1	7.594670622E-2
3.870000000E0	4.892341913E-1	1.294726847E-1
3.880000000E0	5.803968001E-1	1.919909894E-1
3.890000000E0	6.604398752E-1	2.609063296E-1
3.900000000E0	7.380783523E-1	3.442503208E-1
3.910000000E0	7.922585501E-1	4.141602534E-1
3.920000000E0	8.313593233E-1	4.832794520E-1
3.930000000E0	8.607815040E-1	5.495614647E-1
3.940000000E0	8.825839568E-1	6.120830332E-1
3.950000000E0	8.988363929E-1	6.692731397E-1
3.960000000E0	9.113568076E-1	7.203854461E-1
3.970000000E0	9.194714772E-1	7.627796766E-1
3.980000000E0	9.234525553E-1	7.968663725E-1
3.990000000E0	9.247243275E-1	8.217372572E-1
4.000000000E0	9.240308454E-1	8.367135789E-1
4.010000000E0	9.237879530E-1	8.434105831E-1
4.020000000E0	9.225416837E-1	8.415136828E-1
4.030000000E0	9.208600752E-1	8.304824330E-1
4.040000000E0	9.205328925E-1	8.116373088E-1
4.050000000E0	9.185172683E-1	7.849144961E-1
4.060000000E0	9.146593235E-1	7.517464848E-1
4.070000000E0	9.107954124E-1	7.136347436E-1
4.080000000E0	9.033255325E-1	6.687705396E-1
4.090000000E0	8.907548102E-1	6.139931441E-1
4.100000000E0	8.685610742E-1	5.501835829E-1
4.110000000E0	8.348842225E-1	4.793098811E-1
4.120000000E0	7.884229261E-1	4.043451388E-1
4.130000000E0	7.311120404E-1	3.283172385E-1
4.140000000E0	6.643876005E-1	2.552482599E-1
4.150000000E0	5.849636350E-1	1.861526609E-1
4.160000000E0	4.869464124E-1	1.224148043E-1
4.170000000E0	3.737243387E-1	6.767793097E-2
4.180000000E0	2.540891168E-1	2.765848063E-2
4.190000000E0	1.295427909E-1	2.193030342E-3
4.200000000E0	-3.993925890E-4	-7.115664802E-3
4.210000000E0	-1.343128707E-1	1.104113345E-3
4.220000000E0	-2.620103578E-1	2.584436264E-2
4.230000000E0	-3.785070819E-1	6.283193322E-2
4.240000000E0	-4.844588052E-1	1.121860850E-1
4.250000000E0	-5.815393861E-1	1.722025195E-1
4.260000000E0	-6.660603368E-1	2.390950016E-1
4.270000000E0	-7.358996249E-1	3.079069271E-1
4.280000000E0	-7.911925170E-1	3.752753416E-1
4.290000000E0	-8.349619003E-1	4.407726702E-1
4.300000000E0	-8.698114318E-1	5.044572245E-1
4.310000000E0	-8.974934780E-1	5.645760859E-1
4.320000000E0	-9.168333067E-1	6.187773869E-1
4.330000000E0	-9.310212894E-1	6.675837592E-1
4.340000000E0	-9.397600310E-1	7.025387255E-1
4.350000000E0	-9.397600310E-1	7.339981952E-1
4.360000000E0	-9.467510243E-1	7.532234267E-1
4.370000000E0	-9.484987726E-1	7.637099166E-1
4.380000000E0	-9.450032759E-1	7.707009098E-1
4.390000000E0	-9.450032759E-1	7.654576649E-1
4.400000000E0	-9.432555276E-1	7.514756784E-1
4.410000000E0	-9.380122827E-1	7.322504469E-1
4.420000000E0	-9.327690377E-1	7.060342221E-1
4.430000000E0	-9.257780445E-1	6.745747525E-1
4.440000000E0	-9.187870512E-1	6.308810446E-1
4.450000000E0	-8.978140714E-1	5.836918400E-1
4.460000000E0	-8.799348407E-1	5.349559498E-1
4.470000000E0	-8.467061667E-1	4.698901268E-1
4.480000000E0	-8.028387419E-1	3.988658263E-1
4.490000000E0	-7.476929018E-1	3.277776302E-1
4.500000000E0	-6.851446844E-1	2.611245657E-1
4.510000000E0	-6.118385388E-1	1.973295127E-1
4.520000000E0	-5.236593095E-1	1.375135283E-1
4.530000000E0	-4.171874623E-1	8.098733790E-2
4.540000000E0	-2.991901128E-1	3.736814073E-2
4.550000000E0	-1.845424461E-1	9.568021979E-3
4.560000000E0	-6.291000035E-2	-4.434388532E-3
4.570000000E0	6.623599290E-2	-3.508136579E-3
4.580000000E0	1.631585921E-1	8.081885019E-3
4.590000000E0	3.121131783E-1	4.527019586E-2
4.600000000E0	4.176564950E-1	8.736422410E-2
4.610000000E0	4.928295404E-1	1.269131563E-1
4.620000000E0	6.065296105E-1	2.036075942E-1
4.630000000E0	6.826518706E-1	2.705724265E-1
4.640000000E0	7.294483780E-1	3.206528827E-1
4.650000000E0	7.907717366E-1	4.024462832E-1
4.660000000E0	8.294856880E-1	4.660724458E-1
4.670000000E0	8.535395511E-1	5.122116908E-1
4.680000000E0	8.859454544E-1	5.845958187E-1
4.690000000E0	8.986616152E-1	6.221422566E-1
4.700000000E0	9.120762358E-1	6.665310541E-1
4.710000000E0	9.210454796E-1	7.086962281E-1
4.720000000E0	9.241639699E-1	7.270681192E-1
4.730000000E0	9.259521111E-1	7.439494690E-1
4.740000000E0	9.271948090E-1	7.552408596E-1
4.750000000E0	9.270589353E-1	7.558805819E-1
4.760000000E0	9.250476338E-1	7.500311140E-1
4.770000000E0	9.231594635E-1	7.316554905E-1
4.780000000E0	9.206813074E-1	7.151610354E-1
4.790000000E0	9.158965044E-1	6.868696270E-1
4.800000000E0	9.094281469E-1	6.525174666E-1
4.810000000E0	8.974803189E-1	6.089138216E-1
4.820000000E0	8.785416953E-1	5.575788158E-1
4.830000000E0	8.511564290E-1	4.977058076E-1
4.840000000E0	8.135238986E-1	4.314457744E-1
4.850000000E0	7.652862119E-1	3.631193243E-1
4.860000000E0	7.087280059E-1	2.958710648E-1
4.870000000E0	6.413143542E-1	2.294708293E-1
4.880000000E0	5.593588739E-1	1.662554333E-1
4.890000000E0	4.611625989E-1	1.079650563E-1
4.900000000E0	3.530175137E-1	5.913207248E-2
4.910000000E0	2.399948257E-1	2.328192299E-2
4.920000000E0	1.214795951E-1	1.711989614E-3
4.930000000E0	-3.493317722E-3	-6.477680020E-3
4.940000000E0	-1.293282954E-1	5.052119285E-4
4.950000000E0	-2.446688727E-1	2.210317879E-2
4.960000000E0	-3.549302029E-1	5.491476262E-2
4.970000000E0	-4.547336823E-1	9.859254337E-2
4.980000000E0	-5.475119662E-1	1.519623493E-1
4.990000000E0	-6.288819436E-1	2.110899890E-1
5.000000000E0	-6.959362370E-1	2.716301905E-1
5.010000000E0	-7.501586702E-1	3.317682630E-1
5.020000000E0	-7.950531650E-1	3.908937874E-1
5.030000000E0	-8.314749404E-1	4.484178068E-1
5.040000000E0	-8.603888654E-1	5.020740608E-1
5.050000000E0	-8.822047160E-1	5.508583531E-1
5.060000000E0	-8.973294923E-1	5.908859985E-1
5.070000000E0	-9.080414030E-1	6.243532273E-1
5.080000000E0	-9.153426090E-1	6.498001530E-1
5.090000000E0	-9.189512536E-1	6.668085555E-1
5.100000000E0	-9.202514685E-1	6.764492496E-1
5.110000000E0	-9.200701055E-1	6.782036523E-1
5.120000000E0	-9.180749323E-1	6.725373055E-1
5.130000000E0	-9.152179850E-1	6.598503600E-1
5.140000000E0	-9.096981907E-1	6.401998737E-1
5.150000000E0	-9.016873287E-1	6.138811472E-1
5.160000000E0	-8.904181135E-1	5.803955572E-1
5.170000000E0	-8.737394801E-1	5.397440972E-1
5.180000000E0	-8.505763646E-1	4.908670862E-1
5.190000000E0	-8.197041799E-1	4.354119304E-1
5.200000000E0	-7.796617345E-1	3.749730363E-1
5.210000000E0	-7.300237647E-1	3.134182267E-1
5.220000000E0	-6.717191726E-1	2.531950117E-1
5.230000000E0	-6.025584652E-1	1.938650228E-1
5.240000000E0	-5.207984799E-1	1.379299696E-1
5.250000000E0	-4.249309405E-1	8.624281385E-2
5.260000000E0	-3.195816853E-1	4.477300186E-2
5.270000000E0	-2.100907550E-1	1.468110620E-2
5.280000000E0	-9.518028681E-2	-1.839872296E-3
5.290000000E0	2.549701757E-2	-5.427062977E-3
5.300000000E0	1.463387448E-1	5.698036315E-3
5.310000000E0	2.604278493E-1	2.935303413E-2
5.320000000E0	3.651242865E-1	6.382454279E-2
5.330000000E0	4.637784768E-1	1.093242492E-1
5.340000000E0	5.535802572E-1	1.629904300E-1
5.350000000E0	6.332578075E-1	2.235069780E-1
5.360000000E0	6.987877010E-1	2.839363320E-1
5.370000000E0	7.525691784E-1	3.448303950E-1
5.380000000E0	7.963451053E-1	4.032312444E-1
5.390000000E0	8.328019613E-1	4.609825606E-1
5.400000000E0	8.615648899E-1	5.141209759E-1
5.410000000E0	8.833947311E-1	5.607147984E-1
5.420000000E0	8.983589362E-1	6.020431506E-1
5.430000000E0	9.088514695E-1	6.331705629E-1
5.440000000E0	9.158288615E-1	6.574578245E-1
5.450000000E0	9.190459020E-1	6.737411169E-1
5.460000000E0	9.220143196E-1	6.818129671E-1
5.470000000E0	9.211696122E-1	6.832042609E-1
5.480000000E0	9.197200939E-1	6.768298575E-1
5.490000000E0	9.159754465E-1	6.616156489E-1
5.500000000E0	9.116060895E-1	6.408621575E-1
5.510000000E0	9.033526593E-1	6.120904012E-1
5.520000000E0	8.902461301E-1	5.748561531E-1
5.530000000E0	8.713922515E-1	5.302101702E-1
5.540000000E0	8.448773531E-1	4.788195646E-1
5.550000000E0	8.099326217E-1	4.212579953E-1
5.560000000E0	7.667090047E-1	3.603167150E-1
5.570000000E0	7.132009102E-1	2.983658949E-1
5.580000000E0	6.496441066E-1	2.357946060E-1
5.590000000E0	5.741787479E-1	1.765978188E-1
5.600000000E0	4.853708311E-1	1.199230481E-1
5.610000000E0	3.861264533E-1	7.221037617E-2
5.620000000E0	2.786412742E-1	3.427198371E-2
5.630000000E0	1.674743527E-1	8.314145352E-3
5.640000000E0	5.098654681E-2	-5.091618698E-3
5.650000000E0	-6.591539007E-2	-4.328163238E-3
5.660000000E0	-1.801837890E-1	9.018665641E-3
5.670000000E0	-2.879352794E-1	3.404236229E-2
5.680000000E0	-3.866440476E-1	6.859850859E-2
5.690000000E0	-4.778085324E-1	1.119966594E-1
5.700000000E0	-5.587559777E-1	1.618730282E-1
5.710000000E0	-6.303455827E-1	2.157209968E-1
5.720000000E0	-6.890751301E-1	2.695425986E-1
5.730000000E0	-7.380267630E-1	3.232247360E-1
5.740000000E0	-7.790004295E-1	3.761514893E-1
5.750000000E0	-8.119876576E-1	4.260452278E-1
5.760000000E0	-8.381126332E-1	4.719408614E-1
5.770000000E0	-8.578317965E-1	5.119410714E-1
5.780000000E0	-8.720179186E-1	5.454974633E-1
5.790000000E0	-8.823107894E-1	5.715089247E-1
5.800000000E0	-8.885068099E-1	5.902792644E-1
5.810000000E0	-8.919187526E-1	6.016689418E-1
5.820000000E0	-8.927638028E-1	6.057865698E-1
5.830000000E0	-8.916884074E-1	6.027290797E-1
5.840000000E0	-8.880480368E-1	5.928558069E-1
5.850000000E0	-8.819408640E-1	5.760866104E-1
5.860000000E0	-8.723329228E-1	5.521123928E-1
5.870000000E0	-8.592221392E-1	5.214909952E-1
5.880000000E0	-8.415488308E-1	4.837918548E-1
5.890000000E0	-8.169997525E-1	4.399153359E-1
5.900000000E0	-7.850707015E-1	3.895191266E-1
5.910000000E0	-7.438165964E-1	3.349844994E-1
5.920000000E0	-6.949122091E-1	2.795523343E-1
5.930000000E0	-6.369768353E-1	2.245923184E-1
5.940000000E0	-5.685622496E-1	1.712009097E-1
5.950000000E0	-4.887073262E-1	1.203149063E-1
5.960000000E0	-3.978698251E-1	7.507035384E-2
5.970000000E0	-2.971766668E-1	3.787868961E-2
5.980000000E0	-1.949017277E-1	1.228059722E-2
5.990000000E0	-8.517878743E-2	-2.296928083E-3
6.000000000E0	2.816533180E-2	-4.978955800E-3
6.010000000E0	1.411765907E-1	4.586741954E-3
6.020000000E0	2.497446242E-1	2.638504552E-2
6.030000000E0	3.510147324E-1	5.826251160E-2
6.040000000E0	4.456361370E-1	9.923387770E-2
6.050000000E0	5.323066887E-1	1.474571516E-1
6.060000000E0	6.088005652E-1	2.016807458E-1
6.070000000E0	6.734609863E-1	2.571471661E-1
6.080000000E0	7.283011021E-1	3.123877175E-1
6.090000000E0	7.741113198E-1	3.675550038E-1
6.100000000E0	8.107959898E-1	4.198356467E-1
6.110000000E0	8.409747096E-1	4.685048770E-1
6.120000000E0	8.644012463E-1	5.119166253E-1
6.130000000E0	8.811064266E-1	5.477439008E-1
6.140000000E0	8.934251781E-1	5.775458638E-1
6.150000000E0	9.016228821E-1	5.988234253E-1
6.160000000E0	9.058841332E-1	6.130071687E-1
6.170000000E0	9.075988505E-1	6.189046591E-1
6.180000000E0	9.068169249E-1	6.182831681E-1
6.190000000E0	9.046404446E-1	6.097539844E-1
6.200000000E0	8.993042254E-1	5.948399805E-1
6.210000000E0	8.908157972E-1	5.712835244E-1
